planet,x,y,affiliation,pagerank,betweeness
Danuta,712.0,59.0,null,0.6799104333029938,1491.6746379475503
Darada,-33.0,29.0,null,0.6403798980574403,151.19046881910654
Darek,277.0,-117.0,null,0.29888791597994246,0.0
Dargulli,257.0,-450.0,null,0.7920260758288445,11265.389669611386
Darkknell,188.673,-754.591,null,1.3153550828769507,354304.5668583149
Darlyn Boda,-60.0,-852.0,null,1.2981723629019597,2753.2225551881093
Dartessex IV,282.0,-73.0,null,0.7531022205474224,1071.7781814012387
Daruvvia,382.0,97.0,null,2.333868881326711,28427.91043340452
Dasoor,-5.954,-814.104,null,0.8580137323042561,35416.16541191616
Datar,40.0,180.0,null,1.4002148515589652,7353.752462987423
Dathomir,309.0,361.0,Dark Side,0.9136277594300788,956.092055322687
Daupherm,-38.0,-226.0,null,0.450037808142973,10822.819481342884
Davirien,665.0,694.0,null,0.6836744586608771,7267.666666666666
Dela,873.0,157.0,null,0.7204101584586708,42086.782150036954
Delacrix,889.0,81.0,null,0.22839699603684943,0.0
Delephr,-141.0,509.0,null,0.8626403403517345,4409.155832536127
Dellalt,872.0,363.0,null,0.2913504422128148,0.0
Delle,89.064,53.798,null,0.7773468846251229,5410.226038551921
Delphon,-8.0,-856.0,null,0.8295785745204296,635.1439172826325
Delrakkin,-81.0,-1194.0,null,0.4845173340143468,1.5833333333333333
Deltooine,718.0,645.0,null,0.5128287299314581,5225.0
Deminol,49.0,-734.0,null,0.42097736785931117,8042.491750140405
Demophon,170.0,-48.0,null,0.37323823118606636,14625.04971820821
Demos,203.0,-602.0,null,1.6578039421850834,989.1826013042783
Denab,158.82,-934.408,null,5.137729496406859,26670.799521272747
Denarii Station,483.0,329.0,null,2.2928149617402873,17448.86313288003
Deneba,516.146,-344.14,null,0.9719958609844833,53033.71372152586
Denebia,20.0,-877.0,null,0.15000000000000002,0.0
Denevar,-82.0,33.0,null,0.950060045389837,2690.735627335627
Dennaskar,699.597,-507.42,null,0.8765342582582614,16900.87774475387
Dennogra,796.0,168.0,null,0.33713801061018017,24161.773697318178
Denon,227.905,-316.559,null,1.593855564513342,532018.0688878461
Denova,251.0,234.0,null,0.2361583179842816,61850.928350531016
Dentaal,-40.0,-324.0,null,0.6654738462046783,29702.37750065882
Derilium,23.0,344.0,null,0.5643658672514051,15482.740057685223
Derra,231.0,-552.0,null,0.6821867389332338,0.0
Desevro,719.394,398.44,null,1.5891543349094939,83097.83048624806
Devaron,167.0,-369.0,null,1.7979765858675485,64176.845265258184
Devon,65.0,416.0,null,0.48941553587678877,4925.833333333331
Deysun,527.0,-58.5,null,0.8282030289569222,15237.681380611184
Diamal,38.0,-320.0,null,0.4379836360582376,30863.212786238837
Dica,448.0,-138.0,null,0.7843342124474281,160839.05498499764
Dilbana,912.021,-265.407,null,1.2704962854030337,25383.777983653003
Dilonexa,991.0,180.0,null,0.3959248809421888,6701.430724884703
Din Pulsar,-340.0,-631.0,null,1.9879067488120101,762.3800865800974
Dioll,41.0,-783.0,null,0.34980646699547824,8.7
Dirha,736.0,95.0,null,1.0455748842512926,6642.820206176116
Divora,348.0,99.0,null,0.34347761844409763,9383.833333333332
Diyu,787.0,-255.0,null,0.15000000000000002,0.0
Djurmo,182.0,268.0,null,0.28978372120200957,42860.877814172534
Dohlban,685.0,-343.0,null,0.3640760606299169,50927.824332155506
Dohu,-80.0,267.0,null,0.2165166705610651,10395.5
Doldrums,-9.0,1.0,null,0.25747673016935524,5171.987915583815
Doldur,482.0,-546.0,null,1.2936279668201627,20935.676386310835
Dolis,-105.0,645.0,null,0.7770753827170508,488.70555555555563
Dolla,25.051,-843.57,null,0.3852443475962688,222917.80424996198
Donadus,-135.0,-343.0,null,0.4558580526008677,0.5
Doniphon,570.0,562.0,null,3.5288852713813985,26.116269841269833
Donovia,308.0,39.0,null,1.642426777901643,20021.82570582599
Doreen,23.0,-812.0,null,0.5181577498574168,3870.614038950955
Dorin,-136.0,134.0,null,0.7353740176869079,24489.42446619077
Dorlo,61.0,-976.0,null,1.2487642303625894,2201.7857142857138
Dornea,994.0,254.0,null,0.4727933312712095,4.266666666666667
Dorvalla,165.0,-830.0,null,0.49248491406337563,2396.085023131886
Dosuun,-331.0,-1013.0,null,0.45118516876266734,431.45
Douglas,932.0,163.0,null,0.37407885950181363,2403.6591131907307
Dra,611.0,582.0,null,0.28544605547553226,30.333333333333336
Drackmar,325.0,327.0,null,2.17854883449267,16236.699965619942
Dractu,510.0,-360.0,null,1.0328185142612678,82585.12942461157
Dramassia,41.0,-850.0,null,5.0358148765361825,50720.06303096305
Draria,147.949,211.345,null,9.757788976563166,257930.0969954491
Draukyze,617.0,329.0,null,0.6871519037734156,5034.534551293455
Dravian Station,256.0,-857.0,null,0.5508594551046541,21379.57612685982
Drearia,79.387,142.499,null,2.883471580119564,219405.72638697186
Dreena,346.0,56.0,null,0.3338442683888205,17601.114613878333
Dremulae,158.0,-88.0,null,1.5033227119874184,0.5
Dressel,549.0,-387.0,null,1.199851770736505,88970.96975556208
Drexel,514.0,-874.0,null,0.15000000000000002,0.0
Droecil,152.0,-573.0,null,0.6273158064839481,5154.269325006005
Drog,635.0,592.0,null,0.49926052647955926,91.0
Drogheda,598.0,-151.0,null,0.5678614894281343,4606.965110234891
Dromund Kaas,683.0,484.0,null,1.8851452781854416,178.67196495025422
Drongar,886.0,458.0,null,0.15000000000000002,0.0
Droxu,831.0,-184.0,null,0.6017170014853247,17141.4164836057
Drualkiin,836.0,-23.0,null,2.5433831467087082,62278.46761397014
Druckenwell,437.206,-533.945,null,1.5100770920283686,259257.9337597096
Du Hutta,704.0,-101.0,null,0.7086154181339334,27798.190388281782
Dubrava,891.217,-321.67,null,1.1606868473894179,58923.35066489115
Dubrillion,-78.0,625.0,null,0.646408181625166,1409.1126007539694
Duinarbulon,751.0,391.0,null,0.7599625352030904,18358.459105303675
Dulathia,490.0,191.0,null,0.7940622667920256,88697.18888405235
Dulin,-51.0,-443.0,null,0.260869511831788,432.0809774766296
Dulvoyinn,-42.0,-261.0,null,0.6773569421347673,8979.988813215867
Durgen's Star,452.0,353.0,null,1.1926605707634992,10982.86963518024
Durkteel,579.32,-22.196,null,0.6489168971641733,6056.812357485909
Duro,165.0,-129.0,Neutral,1.681541454779373,169.93153523556467
Duroon,755.0,580.0,null,0.2984911940437466,24.559523809523807
E. Pica,389.0,-882.0,null,0.4909654488010479,4898.031949387238
Tinnel IV,187,-216,null,0.509337123268282,1980.297939679696
Eamus,83.0,-367.0,null,0.527550836008084,20484.138827838826
Ebaq,192.0,-117.0,null,0.5180118519887231,121.96731601731601
Ebra,38.0,336.0,null,0.44474782020320636,10390.505941770647
Echnos,55.0,-724.0,null,0.2450010227094152,18.03253968253968
Eclipse,74.0,-168.0,null,0.34303797293061067,303.65986327741723
Ediorung,307.0,10.0,null,0.5906567743788569,5277.0
Edusa,356.0,473.0,null,0.4580629939320531,902.5833333333333
Eiattu,107.0,-747.0,null,0.2450010227094152,493.5212733079198
Eibon,706.0,367.0,null,0.3569722805174863,7205.204761904569
Ejolus,182.0,161.0,null,5.071093313488582,106353.04411121088
Ekibo,666.0,683.0,null,0.49651354297888994,0.0
Elamposnia,548.0,446.0,null,1.214827699887827,5474.035931697413
Elbara,-186.0,-789.0,null,0.5374481875838244,15658.051737708087
Elgit,825.0,-72.0,null,2.0359979830472756,17433.813503379744
Eliad,170.0,-1054.0,null,0.6167142622131505,715.2151683133035
Elom,630.0,417.0,null,0.5038696464572449,17158.898925350735
Elrood,152.0,-1002.0,null,0.3577526122274207,10828.87142857143
Emberlene,493.0,-235.0,null,0.7858856100207189,42923.933248763744
Emmer,780.0,434.0,null,4.353525960866194,76859.50479373567
Empress Teta,115.0,-76.0,null,0.7796411114312729,1156.6666666666586
Enarc,340.795,-716.125,null,2.2175811404976087,192464.36913458633
Endex,-149.0,437.0,null,0.4591249963982403,1232.5278206118874
Endor,-343.219,-683.025,Light Side,2.9485634150058426,4871.463961038972
Endor Gate,-333.0,-634.0,null,2.2408848513110833,32.34783549783549
Endoraan,-7.0,583.0,null,0.903627063291377,3795.1930617386597
Endregaad,757.522,413.8,null,1.4140343232518515,106030.95024903833
Enisca,126.67,-334.403,null,2.512749814233588,21994.180372153874
Entralla,-49.0,596.0,null,0.37085766033502016,2758.9666933284866
Entuur,104.0,312.0,null,0.44474782020320636,10390.505941770647
Eol Sha,411.0,657.0,null,0.5356615006633517,9609.187854478907
Epica,61.417,-536.786,null,1.4130152048622935,54850.323671932514
Equanus,-58.0,640.0,null,0.5274156247321933,420.0129950445891
Er'Kit,190.0,365.0,null,0.2984112656022589,6780.442987525031
Erai,431.0,-115.0,null,0.5842664536253908,196446.5221767426
Eredenn,831.0,393.0,null,0.723977158648449,8224.381024959022
Ereesus,273.0,564.0,null,0.706747114374917,19.095238095238095
Eriadu,155.503,-829.311,Neutral,1.4353287236538388,391551.20726639783
Eridicon,891.0,344.0,null,0.2093023097089524,3316.4999999999995
Erilnar,866.0,104.0,null,0.48330615044831576,595.6666666666645
Ertegas,-73.0,-836.0,null,1.0871273617549888,0.3333333333333333
Erysthes,794.0,580.0,null,0.6389040273366473,32.733333333333334
Esfandia,-257.0,327.0,null,0.15000000000000002,0.0
Eshan,283.0,169.0,null,1.1202110509010195,207501.50867559205
Esseles,64.988,38.311,null,0.9511149473865742,2376.533370705435
Ession,709.0,564.0,null,0.6765099007654161,9148.269047618984
Etti,754.0,520.0,null,0.3595449385225582,7127.383333333333
Euceron,594.019,210.407,null,2.3265743540251522,156370.25338810132
Excarga,850.0,-653.0,null,0.3863241114120031,14566.070657214914
Exodeen,198.674,-207.779,null,1.9499808135275498,737568.184497473
Fabrin,393.0,-233.0,null,2.3660146994729128,229438.23334053688
Fadden,204.0,-155.0,null,0.7561432654721052,13685.826730664272
Faldos,-19.0,-1057.0,null,0.3964017295297332,3748.5948699992814
Falko,938.0,171.0,null,0.6554978427721533,12580.202153456132
Falleen,474.0,-536.0,null,1.799330793381091,3952.410579308351
Far Indosa,463.0,315.0,null,1.3035727847628318,15142.39097896138
Far Pando,756.0,-330.0,null,0.41012973602646524,46982.18987548822
Farana,728.0,691.0,null,0.3588946478304439,7.999999999999999
Farnica,342.0,50.0,null,0.39694680758060574,21199.90435882158
Faro,284.0,-73.0,null,0.5751208694778795,10330.615414445441
Farquar,567.0,-107.0,null,0.8086968449900792,285004.46722629695
Farrfin,-7.0,11.0,null,0.4758646907027425,98027.61579510586
Farstine,408.457,-708.184,null,1.5382430078075684,84563.02355979745
Farstone,-19.0,-821.0,null,0.6759929239028961,0.0
Febrini,338.0,50.0,null,0.2991149826730447,0.0
Fedalle,139.815,-54.475,null,0.58820657477551,484050.1285589918
Fedje,-5.0,440.0,null,0.4665437463425275,286.64159514038676
Feena,549.753,407.225,null,1.5080110246641953,78685.83150900873
Feenix,-65.0,-794.0,null,0.6395695187212441,10366.014324652007
Feldwes,508.0,349.0,null,1.8772839601509945,3552.6155067155073
Felucia,680.216,379.912,Neutral,0.7392042030291273,2072.6315557729995
Fengrine,5.0,-811.0,null,0.22158390732495,5.194444444444444
Fennesa,-60.0,-439.0,null,0.32745356601113296,307.444584333671
Ferro,576.0,528.0,null,1.0916177270509535,30.15277777777778
Fest,18.0,447.0,null,0.552310791139769,2312.974928473752
Feswe Corridor,428.43,412.023,null,1.740282351923984,22117.49358216707
Feswe Minor,443.0,477.0,null,1.7824401914028296,6312.396429380583
Feswe Prime,452.0,450.0,null,1.9861470524069988,6775.789525146157
Fether,757.0,660.0,null,0.42685086569788994,868.5
Fibuli,723.0,677.0,null,0.45079947695659445,0.0
Filordis,222.0,182.0,null,0.8743697170012881,210331.75299205974
Firrerre,-337.0,-686.0,null,0.4750481283483478,32.0469696969697
Florn,838.0,433.0,null,0.8631217300403979,4347.01994949495
Florrum,652.0,472.0,null,0.7953015786944655,14433.571153930083
Fodro,-53.0,565.0,null,0.29777391709069806,13975.866666666667
Foerost,114.0,-40.0,null,3.185229186009774,9028.098720751676
Foless,165.0,-385.0,null,3.366591834526435,74751.142529385
Fondor,41.0,-359.0,null,0.4848556906657874,42130.67831506935
Formos,893.654,-25.297,null,1.86123109289011,66165.11944101808
Fornax,-147.0,214.0,null,0.4401750977000294,12338.304924569664
Forsen,-26.0,492.0,null,0.5167441127120479,878.8255772005772
Foundry,212.0,-78.0,null,0.5442773876836036,6679.999999999999
Frego,101.0,-310.0,null,0.1904761828766213,15.833333333333334
Fresia,-9.0,-39.0,null,0.37500446881344146,23.0
Froswythe,166.0,-368.0,null,1.0300832917619835,302.2444911297853
Fwatna,-61.0,-1070.0,null,1.419099347317381,25044.657936507938
Fwillsving,895.0,-95.0,null,0.2940453766926212,1712.6402724726252
G'wenee,215.0,320.0,null,0.3185605385321591,49845.64228441186
Gabredor,-10.0,562.0,null,0.2243992094576253,30.0
Gacerian,232.639,-512.802,null,1.059285653862762,305374.2854762698
Gala,523.0,230.0,null,1.208588754188754,268143.23230153887
Galactic Center,0,0,null,0.1904761828766213,980.0365949551219
Galand,-86.0,-84.0,null,0.4028903058367979,26.333333333333332
Galantos,-19.0,-68.0,null,0.6175354222066823,99.33333333333333
Galidraan,682.598,359.105,null,1.4253962913576081,94837.41982488755
Gallinore,336.0,96.0,null,0.49088691169541554,19.333333333333332
Galvoni,-28.0,12.0,null,0.7624032516708157,3259.222019825827
Gama,-6.0,-282.0,null,0.24273717754425855,1154.0589588295109
Gamor,350.245,-441.381,null,1.4328084480759073,115644.18591050926
Gamorr,845.478,-431.556,null,1.129769196275071,95907.05518659418
Ganath,683.0,-292.0,null,1.205942563480633,63646.79921099573
Gand,867.0,185.0,null,0.19293831742826578,3763.629298479297
Gandeal,146.043,-283.287,null,2.4303469471780272,126202.50679490427
Gandolo,177.0,497.0,null,0.2349707543062879,378.4685100262062
Gannaria,-332.0,-594.0,null,0.260869511831788,0.0
Garel,946.0,208.0,Neutral,0.2450010227094152,1232.101587301587
Gargon,333.0,264.0,null,0.3041588564143638,28093.111937483372
Garnib,120.0,-824.0,null,2.747692388683235,15993.685233541133
Garos,459.0,212.0,null,0.8548903869958675,117892.62626470548
Garqi,-23.0,421.0,null,0.31376703003117973,4252.170469621838
Gaulus,713.0,-792.0,null,0.5640786501403502,1368.189208444364
Gaurick,753.0,579.0,null,0.4476440159172432,18799.783333333333
Gavryn,545.0,122.0,null,2.2196564849526608,3296.3054937643246
Gbu,837.0,332.0,null,1.6471576335651623,15046.119199815927
Gedi,636.0,-673.0,null,2.4587396875636585,7503.557861908454
Gelda,-137.0,537.0,null,0.40834487219294713,216.18104828340034
Gelviddis Cluster,240.0,45.0,null,0.20504263549045207,2723.384596997236
Genassa,198.0,290.0,null,0.3491871318347563,30761.297248210092
Gendrah-Narvin,242.0,-344.0,null,0.6719197065972781,83618.06892089144
Generis,67.0,485.0,null,0.8031976994360515,1344.25
Genian,494.0,-91.0,null,0.3109986457320736,552.6913153565093
Genon,288.0,-346.0,null,1.0277814625436748,1334.8308369300523
Geonosis,644.96,-673.297,Dark Side,1.3881924509884063,9211.90138337855
Geris,338.0,283.0,null,0.7054741181792782,4245.944939692442
Geroon,-249.0,140.0,null,0.3435998547165171,20.4
Gerrard,-80.0,-286.0,null,0.401008111336939,19566.61075891429
Gerrenthum,-90.242,-840.709,null,1.9457328753828784,19442.567326543594
Gestrex,865.0,50.0,null,0.7230230635722998,1144.862783295136
Gholondreine,-58.0,-567.0,null,1.5462839533194521,118760.39173827981
Ghorman,8.0,-318.0,null,0.5511948917002555,6556.806557232068
Gibbela,113.0,467.0,null,0.2550785845900503,745.6257956219578
Gigor,647.0,586.0,null,0.2038053456396849,135.9
Giju,93.0,-321.0,null,0.646272966933902,2502.450845687073
Gilatter,-226.0,236.0,null,0.761963330077219,17758.575132880498
Gizer,406.108,115.209,null,1.0718251912970995,82803.5977778192
Glade,438.0,500.0,null,0.2770272498461535,28905.999766677454
Glee Anselm,-115.0,285.0,null,0.4141063411933387,3434.8127009745667
Glithnos,126.463,-41.584,null,0.5072254705950645,220883.4469588436
Glom Tho,-269.0,132.0,null,0.46875560405114436,7464.320052658158
Glottal,926.929,-151.996,null,1.219992182384795,30838.402569984355
Golden Nyss,13.0,184.0,null,0.5324525995409968,200.85101450569476
Gonmore,-20.0,390.0,null,0.47576958495911964,578.4999999999959
Goorla,195.0,-137.0,null,1.473136129359654,5712.518054785301
Gorno,683.0,-794.0,null,1.7871898184583792,563.490482134189
Goroth,648.0,-694.0,null,1.4696189950832295,3026.1383148593227
Gorse,352.0,-4.0,null,0.6633378426791088,698.0728014518935
Gorsh,332.0,645.0,null,0.23544511702287405,669.1651111890474
Gos Hutta,794.0,-147.0,null,0.629749046507092,7453.89965604268
Grakouine,649.0,-540.0,null,0.35390506499965513,44353.97291571316
Grandine,197.0,40.0,null,0.35117601586858394,30656.114172087393
Gravan Seven,339.54,160.682,null,2.0774956988858375,39830.957885297874
Gravlex Med,66.0,531.0,null,0.15000000000000002,0.0
Gree,101.0,704.0,null,0.4346687817317941,3716.105997227298
Grizmallt,28.386,17.708,null,0.7430105259897636,37612.2210976273
Gromas,541.0,227.0,null,0.956498924710493,872.4723661341595
Groth,759.0,-116.0,null,0.7853374863184776,4696.080323298163
Guiteica,-139.0,575.0,null,0.3854317271522557,585.7316402160889
Gulma,411.0,638.0,null,0.3128020814873712,938.2742222611905
Gulvitch,568.0,314.0,null,1.4107065447092875,10641.370218070344
Gwori,-31.0,522.0,null,0.29311544087397884,15531.894083694082
Gyndine,342.0,-218.0,null,1.456937366770301,76655.74879756005
H'ratth,250.0,-29.0,null,0.8194165872821386,3391.1800733414625
Habassa,565.0,-685.0,null,0.9091546713885587,0.0
Had Abbadon,94.0,-29.0,null,0.15000000000000002,0.0
Hakassi,154.0,-116.0,null,0.870234200625707,2891.879764542536
Halm,-170.953,-630.152,null,0.675269845093594,72760.16508086966
Halmad,223.0,320.0,null,0.35635866780058256,2214.9781068449724
Handooine,776.0,209.0,null,1.448241534138825,24962.552288573737
Hapes,317.0,5.0,null,0.3661590600582193,15679.666666666666
Har Binande,-117.587,-631.45,null,0.3895416617502901,74295.68889039347
Harloen,335.0,362.0,null,1.3368972970256587,219196.06744827257
Harrin,81.578,-502.162,null,1.506986561362987,114601.43605803048
Harterra,398.0,15.0,null,0.7932344051428208,8420.480663099164
Haruun Kal,165.0,-736.0,null,0.25942918133670423,0.8333333333333333
Haseria,491.844,-518.856,null,0.7630687366286452,169879.45343580935
Hast,963.0,381.0,null,0.2851194536862141,36362.96721933126
Haverling,-50.0,420.0,null,0.3939277219301901,16.666666666666664
Havricus,213.0,-274.0,null,0.7833941300576295,528.3350611861433
Heffrin,633.0,-763.0,null,0.7181636378888916,3912.2471814294613
Helska,104.0,728.0,null,0.3577530910912436,34.03333333333333
Hemei,168.0,-221.0,null,0.2868031327399184,2166.721383569525
Hensara,267.0,-153.0,null,1.243106885035008,6395.226297267978
Heptalia,198.0,-468.0,null,0.6361457299037291,8537.356466450268
Herdessa,539.812,-637.98,null,1.3466684258761343,97330.44006240215
Herzob,203.236,-219.739,null,1.7158869557109624,52459.174787176635
Hestria,81.0,-861.0,null,0.9733278266269433,26288.628617265374
Hethar,10.0,459.0,null,0.6968580524437832,1625.8432643185579
Hewett,183.0,389.0,null,0.2749867814879904,40920.82948017504
High Chunah,-30.0,-882.0,null,0.8451439444601416,11821.779420848634
Hiit,789.0,602.0,null,0.4877529705572179,5208.0
Hijado,308.0,313.0,null,1.7939702752237796,86238.16587684042
Hijarna,157.0,154.0,null,1.4810757343590397,1600.1522785987481
Hijo,-127.0,184.0,null,0.3066591188218177,14973.000700285205
Hillindor,172.0,-361.0,null,1.2623586372276003,2011.9420634920637
Hilo,376.0,-370.0,null,0.29869656041504733,1141.7163372311911
Hinakuu,979.0,330.0,null,0.32285054920918393,14.0
Hirsi,-127.115,-727.357,null,0.30198027618742196,6183.954624612477
Hishyim,707.462,-509.892,null,1.5228052048235792,8987.996925445537
Hjaff,-110.0,-371.0,null,0.5712657136872663,2150.384644034747
Hok,146.0,82.0,null,0.3712984776590899,39198.15416202208
Holess,666.242,-485.183,null,0.8824133308732243,775.7105010323952
Hollastin,795.0,-237.0,null,0.6629080524995477,109221.76473491338
Honoghr,847.744,-29.564,null,0.9772391004563367,0.8333333333333333
Horuz,101.0,450.0,null,0.20253929229502513,2.0
Hosko,731.0,-144.0,null,0.4742928115902807,58919.96082452519
Hosnian Prime,149.768,-277.35,null,1.2877989144058548,52945.75425533917
Hosrel,928.0,134.0,null,0.46222098828766633,10697.599999999919
Hoth,-94.755,-858.69,Neutral,2.14970428000593,722.8482230470468
Houche,-329.0,-619.0,null,0.27700965061581917,1.5833333333333333
Hovan,50.0,-810.0,null,4.634705063948283,22265.947073570533
Hoylin,492.003,-371.777,null,0.6119199189709593,36325.65651039225
Huk,-135.0,581.0,null,0.4234809307260697,1988.7579825145608
Huldamun,675.0,-763.0,null,2.3262147160849302,12612.195994646487
Hull's Star,767.0,605.0,null,0.29678836432289846,67.56904761904761
Huloon,769.0,-184.0,null,0.4465930635630638,1389.4453238022516
Humbarine,146.0,-98.0,null,1.3994561688481275,49241.64570728005
Hutlar,94.0,-823.0,null,0.3369560777788995,2094.1853479759216
Hyabb,-64.0,75.0,null,0.5198460491944675,3465.2956573066904
Hynah,396.768,425.869,null,3.724488675498902,6656.750477569364
Hypori,767.0,-689.0,null,0.21574906922556605,2330.1725095696306
Iast,-171.0,-780.0,null,0.2756879507288291,3806.3467971280184
Ibanjji,215.0,528.0,null,0.15000000000000002,0.0
Ichtor,-59.0,-605.0,null,0.43988776907943605,204.0
Iego,861.0,290.0,null,0.5830190312320059,4403.788095238096
Ifmix,120.96,71.932,null,2.0412750440043714,16145.40770333119
Iktotchon,360.0,-438.0,null,1.1503652183938038,8376.406178818452
Iliabath,674.0,551.0,null,0.15000000000000002,0.0
Illarreen,841.0,-610.0,null,0.31781892316224014,14569.654290248545
Illodia,-83.0,-359.0,null,0.3622425903740844,9200.918782792594
Illoud,314.0,50.0,null,0.8858731598425077,12286.274112691215
Ilos,677.863,-26.352,null,0.6323294170556222,90904.91564867615
Ilos Minor,691.515,-30.562,null,0.8468175983303018,131087.3040319959
Ilum,-436.0,219.0,Light Side,0.1904761828766213,0.3333333333333333
Immalia,-67.0,147.0,null,0.32752470300308023,0.0
Imynusoph,-142.0,-1169.0,null,0.547765471162419,18733.448412698413
Indellian,-90.985,-845.786,null,1.253197794593752,7237.389091599422
Indobok,488.0,-570.0,null,1.0990362129186235,151590.34664057026
Indu San,567.0,234.0,null,1.047517908001869,1157.333333333325
Indupar,156.0,-769.0,null,0.5134172358047927,14539.812767864552
Ingo,611.0,154.0,null,0.6244029777162446,224745.26939616306
Inysh,-161.0,-272.0,null,0.7140020199283386,312.33370521304124
Ione,-83.0,-883.0,null,1.809346474746179,12029.372655733005
Iore,173.53,-524.37,null,1.023357801497703,8651.5
Iotra,800.0,122.0,null,0.2175695418745903,2.25
Iphigin,33.0,-314.0,null,0.1904761828766213,255.94689030944227
Iridium,28.0,442.0,null,0.32735713220329404,256.64159514038676
Iridonia,-184.0,235.0,Neutral,0.4925380855005978,209505.0743666809
Irith,712.0,-139.0,null,0.8049578073462594,17838.183519567974
Isde Naha,-39.0,-870.0,null,0.5160463253048418,2785.361874509335
Iseno,220.323,-307.682,null,1.0624249132403036,6690.382162520951
Ishanna,334.0,-283.0,null,1.8194536079453676,8908.277707596239
Isiring,118.0,478.0,null,0.20253929229502513,7.666666666666666
Isis,-7.0,-826.0,null,0.6186036908667986,4315.771658605816
Iskalon,699.0,-630.0,null,0.2790449117855461,516.7465335784835
Ison,-88.0,-804.0,null,3.3948445132067793,2157.902480029729
Issagra,727.0,514.0,null,0.4956149301261683,13639.783333333333
Issor,622.577,-701.044,null,1.6219512574128612,30771.8789727973
Itani,212.0,-439.0,null,1.139621309746536,19183.600501207824
Ithor,194.0,353.0,Light Side,0.43819838631847885,2088.8191246908605
Ithull,310.0,-93.0,null,1.342514846993994,603.5521459319832
Ixtlar,37.098,-4.098,null,2.4238901746511883,75995.74554394082
J't'p'tan,-40.0,-13.0,null,0.65177454860165,23.833333333333332
Jabiim,720.0,267.0,null,0.7917680783118821,21898.842348184586
Jaciprus,177.0,-175.0,null,0.6548261460867644,4315.641614129314
Jaemus,-80.0,577.0,null,0.39454857756868966,79.15
Jagomir,516.0,485.0,null,0.40793036524607135,3920.0354124189043
Jaguada,664.0,475.0,null,1.0814209239896782,257.9772632338425
Jakku,-275.511,-316.755,Neutral,0.2761322782663631,5054.686735484699
Jalarren,99.0,-864.0,null,1.1571500560142736,5440.175651048697
Jaminere,759.0,321.0,null,0.6806218110113602,20809.845493371937
Jamiron,-551.0,145.0,null,0.8835979201648351,613.8333333333333
Janara,29.0,-425.0,null,0.39841893247591714,10069.422293890235
Jandur,-129.0,-401.0,null,0.3233076390887516,5992.931372549018
JanFathal,-90.0,365.0,null,0.20585633502913317,0.0
Janodral Mizar,735.65,425.795,null,3.76441705276987,262515.2426093765
Jarnollen,116.0,288.0,null,0.7315468110972346,9964.329431750548
Jatir,64.0,24.0,null,0.7610683396393909,351.4960347484911
Javin,-82.324,-811.505,null,2.107241257284417,33134.74717756371
Jazbina,182.0,190.0,null,5.071093313488582,1.0
Loronar,184.248,-247.85,null,1.4309842331026998,90942.20006303074
Jelucan,547.0,532.0,null,2.1664150555026214,36.60317460317461
Jendorn,379.0,198.0,null,0.9627409844445142,3671.3334606539697
Jerne,266.0,547.0,null,0.4175609313568568,503.3128571428571
Jerrilek,67.0,-73.0,null,2.696118495007036,10940.568314502943
Jerrist,747.0,549.0,null,0.3740074247194323,3519.8290833521487
Jestan,163.0,245.0,null,4.796125376550904,1727.25
Jeyell,514.126,146.556,null,1.7439018624422067,107639.45272681113
Jilrua,661.0,-216.0,null,0.6271971911695235,28382.42321694132
Jiroch,-73.058,-780.928,null,1.3917689227659673,27105.40922093182
Jodaka,349.0,63.0,null,0.3722316532243505,9484.5
Joiol,185.894,101.008,null,1.8592913021644009,45115.54066036116
Jomark,695.0,235.0,null,1.140078928803965,155229.44403729393
Joodrudda,740.0,509.0,null,0.38509714707240555,565.1999999999998
Jovan,481.282,379.208,null,0.6751029889633879,52445.1942887388
Jovaria,310.0,81.0,null,0.6740119163800244,1137.8279074728575
Jubilar,887.0,288.0,null,0.2416160753798017,64.66666666666666
Junction,383.513,406.384,null,2.7997698827597395,66726.13712300973
Junkfort Station,830.0,165.0,null,0.3730458451021779,23211.778604397306
Jurzan,192.0,-548.0,null,0.8773520113328449,18534.882650302734
Juvex,92.0,-849.0,null,0.3354634604183889,3882.6467260555205
K'ath,17.0,-821.0,null,2.250299488741186,7837.357142857144
k'Farri,327.0,72.0,null,0.2611158266121753,2.0
K'taktaxka,-106.0,-432.0,null,0.5632561606419139,7.0
Kaal,-73.217,-742.332,null,1.2465351526620523,24708.081529627627
Kabal,233.772,-851.811,null,0.7368114354428821,28635.82837729552
Kabray,469.29,-567.3,null,1.8392726776893196,11071.939758918114
Kadavo,785.0,541.0,null,0.181875,543.1999999999998
Kafane,724.0,23.0,null,0.8434681992752016,2983.6135524361557
Kail,688.0,674.0,null,0.5971388160310586,568.2499999999999
Kailor,69.125,-20.068,null,2.277197316504416,3887.881066951197
Kal'Shebbol,176.0,-1108.0,null,0.2048326215880948,446.9029967067258
Kalaan,-160.0,269.0,null,0.573152659913785,1089.8009018759017
Kalarba,477.0,-574.0,null,0.9652631552244259,32602.106787207882
Kalee,-116.0,550.0,null,0.5134570653354519,3151.4117380019493
Kalevala,335.0,214.0,null,0.7851627144858795,169056.16865295588
Kalgo,30.0,-845.0,null,0.4345489071351097,4548.120500937237
Kaliida Shoals,329.0,-708.0,null,1.5387087349058801,4966.6892784427955
